kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
mis.1.sm_75.ptx 414 : 47772 438360 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 77 : 1794816 24247232 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 118 : 393162 2472961 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 39 : 299067 2162658 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 206 : 422052 3823904 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 413 : 47772 5247447 157344 0 0 47312 28206 0 0 
mis.1.sm_75.ptx 76 : 1794816 22173792 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 243 : 422052 1216191 0 0 0 0 0 0 33748 
mis.1.sm_75.ptx 116 : 393162 2417562 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 374 : 111392 692908 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 37 : 299136 345 0 0 0 0 0 0 1 
mis.1.sm_75.ptx 204 : 422052 118444194 777632 0 0 397912 76596 0 0 
mis.1.sm_75.ptx 74 : 1794816 12594976 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 241 : 422052 2572194 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 115 : 393162 3596909 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 373 : 111392 32436592 251040 0 0 95978 21271 0 0 
mis.1.sm_75.ptx 36 : 299136 2241760 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 372 : 111392 1019596 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 35 : 299136 3353600 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 113 : 393162 0 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 371 : 111392 1022757 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 34 : 299136 2309504 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 201 : 385060 3495708 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 108 : 393160 174103472 199168 0 0 84972 22382 0 0 
mis.1.sm_75.ptx 275 : 1794816 23730848 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 29 : 299136 3894048 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 196 : 422052 2576725 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 365 : 66231 605313 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 28 : 299136 3187200 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 195 : 422052 130511565 567488 0 0 300002 76596 0 0 
mis.1.sm_75.ptx 30 : 299136 4234496 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 197 : 422052 195736 0 0 0 0 0 0 4844 
mis.1.sm_75.ptx 368 : 111392 1018386 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 31 : 299136 4342176 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 111 : 393162 2108500 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 278 : 1794816 27363200 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 369 : 111392 1027893 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 32 : 299136 2543040 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 199 : 385060 3506127 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 112 : 393162 2417902 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 279 : 1794816 28030272 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 370 : 111392 38695975 1011456 0 0 86858 21271 0 0 
mis.1.sm_75.ptx 33 : 299136 2537664 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 200 : 385060 123364168 627968 0 0 272720 66406 0 0 
mis.1.sm_75.ptx 461 : 1794816 10639648 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 124 : 323766 590096 0 0 0 0 0 0 17725 
mis.1.sm_75.ptx 45 : 299067 3348211 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 212 : 389865 129502564 750752 0 0 274794 68159 0 0 
mis.1.sm_75.ptx 82 : 1794816 18649888 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 46 : 299067 7257703 0 0 0 37384 9346 0 0 
mis.1.sm_75.ptx 213 : 389865 3543355 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 420 : 35427 329591 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 83 : 1794816 13808416 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 463 : 1794816 11542432 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 126 : 213260 1343717 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 384 : 126351 906240 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 47 : 299067 3174530 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 421 : 35427 172427 0 0 0 34321 21537 0 0 
mis.1.sm_75.ptx 84 : 1794816 12489376 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 251 : 1794816 10619616 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 464 : 1794816 2208 0 0 0 0 0 0 6 
mis.1.sm_75.ptx 127 : 213260 1323655 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 385 : 126351 493236 0 0 0 0 0 0 14374 
mis.1.sm_75.ptx 48 : 299067 3577971 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 85 : 1794816 12189632 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 128 : 213260 628456 0 0 0 0 0 0 16415 
mis.1.sm_75.ptx 49 : 299067 2818397 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 216 : 422052 116963359 783776 0 0 397797 76596 0 0 
mis.1.sm_75.ptx 86 : 1794816 12034880 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 387 : 33784 310987 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 50 : 299067 7080103 0 0 0 37384 9346 0 0 
mis.1.sm_75.ptx 217 : 422052 3835855 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 469 : 1794402 781327005 7169920 0 0 224304 56076 0 0 
mis.1.sm_75.ptx 132 : 95630 55595526 2557344 0 0 80512 18167 0 0 
mis.1.sm_75.ptx 53 : 299136 2650144 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 220 : 422052 2576944 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 75 : 1794816 18810208 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 242 : 422052 3845359 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 150 : 213260 1937213 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 151 : 213260 106456696 2360736 0 0 150904 20976 0 0 
mis.1.sm_75.ptx 474 : 1002828 9987574 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 137 : 95630 585964 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 475 : 1002828 5764133 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 138 : 95630 103719 0 0 0 0 0 0 1327 
mis.1.sm_75.ptx 140 : 76006 699442 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 141 : 76006 33137772 177248 0 0 50329 11044 0 0 
mis.1.sm_75.ptx 479 : 1794816 9482880 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 142 : 76006 395682 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 152 : 213260 1941805 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 143 : 76006 693088 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 146 : 95630 952009 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 153 : 213260 1962975 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 154 : 213260 65402108 101344 0 0 140232 20976 0 0 
mis.1.sm_75.ptx 155 : 213260 1307215 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 156 : 213260 219933 0 0 0 0 0 0 4721 
mis.1.sm_75.ptx 158 : 171584 1580046 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 159 : 171584 64658102 296928 0 0 108374 14432 0 0 
mis.1.sm_75.ptx 160 : 171584 1562368 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 163 : 213260 2134593 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 166 : 323766 2938044 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 167 : 323766 2939448 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 168 : 323766 139070356 1665024 0 0 197000 21890 0 0 
mis.1.sm_75.ptx 169 : 323766 2947028 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 170 : 323766 2980679 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 171 : 323766 106968974 200672 0 0 202991 21890 0 0 
mis.1.sm_75.ptx 172 : 323766 1986307 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 173 : 323766 289829 0 0 0 0 0 0 7595 
mis.1.sm_75.ptx 175 : 269083 2479301 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 176 : 269083 102777493 511392 0 0 160290 17381 0 0 
mis.1.sm_75.ptx 177 : 269083 2448061 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 180 : 323766 3261860 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 181 : 323766 2004210 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 184 : 393162 2464726 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 185 : 393162 1070402 0 0 0 0 0 0 17308 
mis.1.sm_75.ptx 187 : 190860 1741521 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 188 : 190860 1731277 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 189 : 190860 1361930 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 192 : 422052 156919054 1921184 0 0 397903 76596 0 0 
mis.1.sm_75.ptx 193 : 422052 3831522 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 194 : 422052 3823564 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 205 : 422052 3827648 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 218 : 422052 3827238 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 219 : 422052 140166690 836992 0 0 301182 76596 0 0 
mis.1.sm_75.ptx 221 : 422052 145324 0 0 0 0 0 0 6538 
mis.1.sm_75.ptx 223 : 394660 3593886 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 224 : 394660 136035675 933600 0 0 280516 69791 0 0 
mis.1.sm_75.ptx 225 : 394660 3583667 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 228 : 422052 115596930 797568 0 0 397899 76596 0 0 
mis.1.sm_75.ptx 229 : 422052 3832484 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 230 : 422052 3821423 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 231 : 422052 142972299 1013856 0 0 307593 76596 0 0 
mis.1.sm_75.ptx 232 : 422052 2577168 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 233 : 422052 119595 0 0 0 0 0 0 6557 
mis.1.sm_75.ptx 235 : 399482 3638521 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 236 : 399482 138494632 1142208 0 0 290482 71299 0 0 
mis.1.sm_75.ptx 237 : 399482 3634016 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 240 : 422052 4255521 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 274 : 1794816 21626272 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 276 : 1794816 27399392 0 0 0 0 0 0 0 
mis.1.sm_75.ptx 277 : 1794816 28251904 0 0 0 0 0 0 0 
