kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
bc.1.sm_75.ptx 221 : 369079 81015845 483552 0 0 279590 118511 0 0 
bc.1.sm_75.ptx 228 : 73967 336920 0 0 0 72849 56577 0 0 
bc.1.sm_75.ptx 242 : 369079 3343372 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 243 : 369079 83766652 582784 0 0 284139 118511 0 0 
bc.1.sm_75.ptx 76 : 244492 1537871 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 244 : 369079 2258108 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 77 : 244492 445516 0 0 0 0 0 0 25709 
bc.1.sm_75.ptx 245 : 369079 1496900 0 0 0 0 0 0 34640 
bc.1.sm_75.ptx 247 : 83044 445975 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 80 : 161366 470378 0 0 0 0 0 0 20647 
bc.1.sm_75.ptx 248 : 83044 361767 0 0 0 61273 61273 0 0 
bc.1.sm_75.ptx 586 : 299136 3072288 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 249 : 83044 754225 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 587 : 299136 3726208 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 250 : 83044 382631 0 0 0 81809 61273 0 0 
bc.1.sm_75.ptx 588 : 299136 4221312 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 251 : 83044 506801 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 601 : 299067 3172718 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 264 : 369079 3359945 0 0 0 0 0 0 0 
bc.1.sm_75.ptx 79 : 161366 1012274 0 0 0 0 0 0 0 
